rgroups,num_atoms
[*]N1CCC2(OCC3(CC3)CO2)C(=O)C1,15
[*]CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,34
[*]c1sc2ccccc2c1Cl,11
[*]N1CCCCC(C)C1,9
[*]N1C(=O)C(C)C(C)C1=O,10
[*]SN(C)C,5
[*]CN1CCCCC1,8
[*]SSN1CCOCC1,9
[*]c1nc2cc(S(=O)(=O)CC)ccc2o1,15
[*]N1c2ccccc2Sc2ccccc21,15
[*]ON=C(c1cccs1)C1CC1,12
[*]N1Cc2c(sc3c2CCCC3)-n2cccc2C1c1cccc(C)c1,25
[*]OCOC=C,6
[*]CC(=O)N(CC1CCCc2ccccc21)OC,18
[*]c1c2c(=O)n(C)c(=O)n(C)c2c2n1CCOC2c1ccc(Br)cc1,25
[*]N1CC(C)(C)c2ncc(C3=CCOCC3)cc21,18
[*]c1nc2ccc(Br)c(C)n2n1,12
[*]N1CC2OCCS(=O)(=O)N(C)C2C1,14
[*]N1C(=O)C2C3OC(C4C(c5ccc(C)cc5)=NOC34)C2C1=O,23
[*]N(C)S(=O)(=O)N1CC2CCC1C2,13
[*]c1nnc2n1CCSC2C,11
[*]C(=O)CB1OC(C)(C)C(C)(C)O1,13
[*]C(=O)CBr,5
[*]N1CCC2(CCC(=O)N(C)CC2)CC1,15
[*]N(C)CN1CCOCC1,10
[*]c1nc2sc3c(ncn4nnnc34)c2c2c1COC(C)(C)C2,23
[*]c1csc(=Nc2cccc(C)c2)n1N1CCOCC1,20
[*]N1CCc2nn(C)cc2C1,11
[*]c1nc(C)c(C)nc1C,10
[*]c1nc(Br)ccc1Br,9
[*]N1Cc2cc3cc(C)cc(C)c3nc2OC1=O,18
[*]SSSC,5
[*]N1CCC2(CC1)OC(CC#N)c1ccccc12,18
[*]c1ccc2c(n1)C(C)COC2=O,13
[*]c1nc(C)ccc1Cl,9
[*]N1C(=O)c2oc3cc(C)c(C)cc3c(=O)c2C1c1ccc(Cl)c(Cl)c1,26
[*]c1ncnc2c1ccn2C,11
[*]c1cc2c(cn1)COC2,10
[*]c1scc(C)c1Br,8
[*]c1c(C)c(=O)n(C)c(=O)n1C,12
[*]c1nc2cc([N+](=O)[O-])ccc2n1C,14
[*]N1c2ccccc2CCS1(=O)=O,13
[*]OC=C1COCCC1=O,10
[*]SC1=C(N2CCOCC2)C(=O)c2ccccc2C1=O,20
[*]c1oc(C=Nc2cccc(Cl)c2)cc1Br,16
[*]CCS(=O)(=O)C1CCCOC1,12
[*]C(F)(F)CCS(=O)(=O)F,10
[*]C(C)(C)C#Cc1ccc2c(ccc(=O)n2C)c1,18
[*]N1CCC(C=O)(C2CCOC2)CC1,14
[*]N1C(=O)C(c2ccc(C)cc2C)=C(N2CCCCC2)C1=O,22
[*]N1CCC2(CC1)OC(c1ccccn1)c1ccccc12,21
[*]c1nc(C)ncc1Cl,9
[*]N1CC(C)OC2(CCOC(C)C2)C1,14
[*]c1ccc2c(n1)CC1CCOC1O2,14
[*]N(C)S(=O)(=O)N1CCC(C2CCOCC2)C1,17
[*]OC(=Cn1ccccc1=O)N1CCOCC1,17
[*]c1nccc2cc(C#N)cnc12,13
[*]N1C=CC(=CN=O)C=C1,10
[*]CC[N+](C)(C)[O-],7
[*]c1ncc(C=O)cn1,9
[*]OS(=O)(=O)c1ccc(I)cc1,12
[*]CN1C(=O)C(=O)c2ccccc21,13
[*]CCC(CC)C(C)=O,9
[*]CC(CCC)CCC,9
[*]CCCC1=CC(=O)CC(C)(C)C1,13
[*]CC[Si](OC)(OC)OC,10
[*]c1nn(C)c2ccc(Br)cc12,12
[*]CCCC(C#N)CCl,9
[*]N1CC2COC(=Nc3ccccc3)N2CC1=O,18
[*]N1CCCC2(C1)OCCCC2=O,13
[*]c1cc2cscc2s1,9
[*]N1CC2CC1C(=O)N(C)c1ccccc1O2,17
[*]N1COCN(C)C1=O,9
[*]N1CCOCC2CCCC21,11
[*]N1CC2OC2C1,7
[*]c1nc(C)c2cc(C)c(C)cc2n1,14
[*]N1CC2(CCC2)c2ccccc21,13
[*]c1nc(C#N)cnc1C#N,11
[*]c1oc2ccccc2c1C=O,12
[*]CCCCCCCCCCCCCCC1=CC(C)OC1=O,22
[*]N1N=C(C(C)(C)C)CC1=O,11
[*]c1ncc2c(n1)C1(CCCN(S(=O)(=O)N3CCCC3)C1)OCC2,24
[*]C(C(C)C)C(C#N)C#N,10
[*]c1nc2c(C)ccc(Cl)c2s1,12
[*]C(=O)n1c(C)nc2ccccc21,13
[*]N1CCC2(CCCN(C)C2)C1,12
[*]N1CC(C)(C)N(C)c2cc(Br)ccc21,15
[*]c1nc2c(c(C)c1C#N)CCC2,13
[*]C(=O)N=S(C)(=O)N(C)C,10
[*]N1C(=O)CC2CCOC21C,11
[*]c1cc(=O)c2ccccc2o1,12
[*]c1nc2cc([N+](=O)[O-])cc(Cl)c2o1,14
[*]CN1C(=O)CSc2ccc(Cl)cc21,14
[*]CCCS(=O)[O-],7
[*]c1sc2nc(C)n(C)c(=O)c2c1C,14
[*]c1cc(C)c2cc(C)ccc2n1,13
[*]C(=O)C(N=Nc1ccc(Br)cc1)=P(C1=COCC1)(c1ccccc1)c1ccccc1,31
[*]C(F)(F)C(C)C,7
[*]N1[CH][N][C]2[C]1[N]C(=O)[N]C2=O,12
[*]c1ncnc2cc(N=S3(=O)CC4(COC4)C3)cc(Cl)c12,21
[*]N1CCC2(CC1)OCc1ccc(Cl)cc12,16
[*]N1C(=O)C(c2ccc(Cl)cc2Cl)=C(N2CCc3ccccc32)C1=O,25
[*]C(C#N)S(=O)(=O)c1ccc(Cl)cc1,14
[*]c1nc(S)oc1C,8
[*]CN=S(C)(=O)CC,8
[*]N1C(=O)CC2(C1=O)c1ccccc1CCc1ccccc12,22
[*]CCC(=O)C(C#N)C(C)C,11
[*]c1nsc(Br)n1,7
[*]N1CCN(C2c3ccccc3-c3ccccc32)CC1=O,21
[*]c1nc2ncccc2s1,10
[*]N1CCc2ncccc2C1,11
[*]N1CCCOCC1=O,9
[*]c1ncnc2sc3c(c12)CCC(C)C3,15
[*]N1CC2CCC(C1)C1(C2)OCCO1,14
[*]CC(C#N)CBr,7
[*]C(CC)CC#N,7
[*]c1nc(C=C)nn2cc(C=C)cc12,14
[*]c1nn(C)c2cccc(C)c12,12
[*]CS(=O)c1cccc(C)c1,11
[*]N1C(=O)CSC1=NN=C(C)c1cccc2ccccc12,21
[*]c1nocc1C#N,8
[*]C(F)(F)CCBr,7
[*]CN1CCCCC1C,9
[*]N1N=C(Cl)CCC1=O,9
[*]C(=O)CC(C)(C)C(=C)C,10
[*]CCCCC(=O)CC(C)C,11
[*]CCC(=C)C1CCC2(C)C1CCC1C3(C)CCC(=O)C(C)(C)C3CCC12C,28
[*]N1CC2CC1CO2,8
[*]N1Cc2cn(S(=O)(=O)C3CCCC3)nc2C1,17
[*]OS(=O)(=O)c1cn(C)cn1,11
[*]c1cc(Cl)nc2cc(C)nn12,12
[*]c1nn(C)c2ncnc(Cl)c12,12
[*]c1nnc2n1CC(C)(C)CC2,12
[*]N(C)S(=O)(=O)N=S1(=O)CCCC1,13
[*]N1CCc2c(C)nn(C)c2C1,12
[*]N1CCN(S(=O)(=O)N2CCc3ccccc3C2)C(C)C1,21
[*]SC(=O)CCCC,8
[*]N1CCCC12CC=CC2,10
[*]N1C(=O)OC2CN(S(=O)(=O)N(C)C)CC21,16
[*]N1CC2CCC(=O)c3cccc1c32,14
[*]C(=O)N=c1sc2cc(Br)ccc2n1C,15
[*]c1ccn2ncc(C#N)c2n1,12
[*]CCCCCCCCCCCCCCCCCCCCCCC,24
[*]C[Se]c1ccccc1,9
[*]c1nc2c(S(=O)(=O)c3cc(Cl)cc(Cl)c3)nnn2c2ccsc12,24
[*]c1nn(C)cc1C=C,9
[*]c1c2c(=O)n(C)c(=O)n(C)c2c2n1CCOC2c1cccc(F)c1F,26
[*]N1CCC2(CC1)OCC(C)(C)CO2,14
[*]C(C)S(=O)C1CCOC1C,11
[*]c1nc2c(s1)C(=O)CC(C)C2,12
[*]N1CCC2(CC1)OCc1cc(C)ccc12,16
[*]c1nnc2n(c1=O)N=C(c1ccccc1)CS2,18
[*]C(=O)C1=NN(c2ccccc2)C(=C2C(=O)ON=C2c2ccccc2)S1,26
[*]C(=O)CCCN(C)N=O,10
[*]N1CC(=O)Oc2ccccc2C1=O,14
[*]OC1=C(c2ccccc2)N2CCCCC2O1,17
[*]N1CC(C)Oc2c(Cl)cccc21,13
[*]C(=O)N1C(=O)CSc2ccccc21,14
[*]N1CCC2(CC1)OC=Cc1ccccc12,16
[*]c1c2c(c3n1Cc1ccccc1-3)C(=O)OC2=O,18
[*]N1C(=O)C2COCC2C1=O,11
[*]N(C)C(=S)N=CN1CCOCC1,13
[*]N1CCC2(CCO2)C(F)C1,11
[*]c1nc(Cl)c(C#N)s1,9
[*]c1sc(=Nc2ccccc2)n(N2CCOCC2)c1C,20
[*]N1CC(C)OCC1C,9
[*]c1ncn2ccccc12,10
[*]N1C(C#N)CC2CC21,9
[*]c1noc(C2=CCCC2)n1,11
[*]ON=Cc1ccoc1,9
[*]N1c2ccc(C)cc2C(C)(c2ccccc2)CC1(C)C,21
[*]c1oc(C=Nc2ccc(I)c(C)c2)cc1Br,17
[*]c1c(Cl)c2ccccc2n1C,12
[*]C(C)CCC1=NC(C)(C)CO1,12
[*]N1CC2(CC(C)(C)Oc3ccccc32)OCC1=S,19
[*]c1cc(B2OC(C)(C)C(C)(C)O2)cc(F)n1,17
[*]N1CC2C3CCC(C3)C2C1,11
[*]N1CCC2(CC1)CC(C)N(C1=CC(=O)OC1)C2=O,19
[*]N1C(=O)C(=CN2CC3CC(C2)c2cccc(=O)n2C3)SC1=S,23
[*]N1C(=O)C2C(C1=O)C1(C)CN(OC)CC2(C)O1,18
[*]N1C(=O)C2CCC(C2)C1=O,11
[*]C(=O)CN1C(=O)CN=C(c2ccccc2Cl)c2c1sc(C)c2C,24
[*]N1N=C(C)C2(Cc3ccccc3N3CCOCC32)C1=O,21
[*]C(C)CF,5
[*]N1C([2H])([2H])C([2H])([2H])N(C)C([2H])([2H])C1([2H])[2H],16
[*]SC#CC,5
[*]N1CCC2(CC1)OCCc1cscc12,15
[*]N1CCC2C(CCCN2C)C1,12
[*]C(C)C(C)(F)F,7
[*]c1nccc2c(Br)cncc12,12
[*]CS(=O)C(C)C,7
[*]N1C(=O)SC(C=O)C1Cl,10
[*]N1CC=C(n2c(C)nc(=O)c3ccccc32)CC1,19
[*]N1CCOc2ccc(C3=NN(C)C(=O)CC3)cc21,19
[*]N1C(=O)c2oc3c(ccc4ccccc43)c(=O)c2C1c1cccnc1,26
[*]c1ncc2c(n1)N1CCC(=O)N1C(c1c(Cl)cccc1Cl)=C2,23
[*]CCCS(=O)(=O)c1ccccc1,13
[*]c1nc(Cl)c2c(n1)SC1CN(C)CCC21,16
[*]c1cnc2cnccn12,10
[*]c1nc2ncc(C)cn2n1,11
[*]N1CCC2(CCCOC2)CC1,12
[*]N1CC(=O)N(C(C)C)c2ccccc2C1,16
[*]SN1CC(C)OC(C)C1,10
[*]N1C(=O)OC2(CCCN(C)C2)C1=O,14
[*]N1C(=O)CC(=C)C1=O,9
[*]c1coc(S)n1,7
[*]OC1=CC(=O)OC1,8
[*]N1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21,24
[*]N1C(=O)OC2C(C)CC21,10
[*]C(C)Br,4
[*]C(=O)SC1=NN=C(c2ccc(C)cc2)OC1,17
[*]C(F)(F)CF,6
[*]c1cc2cccc(F)c2n1C,12
[*]N1C2C=CC1COC2,9
[*]N1CCCCCCC1=O,10
[*]N1CCCn2c(nc3ccccc32)C1,15
[*]c1nc(Cl)ccc1F,9
[*]N1CCC2C(C)COC21,10
[*]N1CC2CCC(C1)N(S(=O)(=O)N1CCOCC1)C2,19
[*]N1CCCC(C2CCOCC2)C1,13
[*]c1ccc(F)c(Br)n1,9
[*]c1cncc2ncnn12,10
[*]N1C(=O)C(c2ccc(C)c(C)c2)=C(N2CCc3ccccc32)C1=O,25
[*]c1cc(Br)cn1N1CCOCC1,13
[*]N1C(=O)C(c2ccc(F)cc2)=C(N2CC(C)OC(C)C2)C1=O,23
[*]N1CC(=O)N2Cc3ccccc3CN2C(=O)C1,18
[*]N1CC(C=O)OC1(C)C,10
[*]N1Cc2c(ccc3ccccc23)OCC1=O,17
[*]CS(=O)(=O)c1nccs1,10
[*]N1CCCN2CCCC2C1,11
[*]N1CCOC(=O)C1=O,9
[*]c1ccc(C=NN2CC(=O)N(C)C2=O)o1,16
[*]c1nc(Cl)c2sc3c(c2n1)COC(C)(C)C3,17
[*]N1c2ccccc2COC12C(=O)N(CC)c1ccccc12,22
[*]c1oc2c(F)cccc2c1C,12
[*]c1ncc2c(n1)C(C)(C)OC2(C)C,14
[*]ON=C(c1ccc(F)c(F)c1)C1CC1,15
[*]OF,3
[*]OS(=O)(=O)c1cc(Br)ccc1Br,13
[*]c1cc(P(=S)(N2CCOCC2)N2CCOCC2)c(N=CN(C)C)s1,25
[*]N1COCC1=O,7
[*]C(=O)C(C)(C)CCl,8
[*]N1CC2(COC(C)(C)OC2)C1,12
[*]CCCCCCCCCCCCCCC,16
[*]N1CCC2(CC1)CC1(C2)OCCO1,14
[*]c1nc2ccncc2s1,10
[*]N1CC(=O)COCC1C=C,11
[*]N1CCSC2(CCOCC2)C1,12
[*]OP([O])(=O)OP([O])(=O)OP([O])([O])=O,14
[*]N1CCOC2(CC(C#C)C2)C1,12
[*]S[CH3:1],3
[*]OC1=C(c2ccccc2)Sc2ccccc2N2C(=O)CCC12,23
[*]N1CC2=CC3(C=C2C1)OCCO3,13
[*]OS(=O)(=O)c1cc(Cl)ccc1Cl,13
[*]c1ccccn1,7
[*]N1C(=O)C(=O)OC1=C(CC)CC,13
[*]N1CCC2(CCC=CCO2)C(F)C1,14
[*]N1CC(C)Oc2cc(C)ccc21,13
[*]c1nn(C)c2c1COc1ccccc1-2,15
[*]c1ccc(C=C)s1,8
[*]c1nc2c(s1)CCCc1ccc(F)cc1-2,16
[*]N1CCCc2cc(S(C)(=O)=O)ccc21,15
[*]c1cc(C)c2c(=O)oc3ccccc3c2n1,17
[*]N1CCC2(CCCCCc3ccccc3OCCN(C)C2=O)CC1,25
[*]N1CC2COCC(C2)C1,10
[*]c1nccnc1F,8
[*]C(=O)N(OC)C1CCCC1,11
[*]c1cnc2ccc(Br)cn12,11
[*]N1C(=O)CC(=P(c2ccccc2)(c2ccccc2)c2ccccc2)C1=O,27
[*]CS(=O)(=O)c1ccc2ccccc2n1,15
[*]N1CCC2(CC1)SCC(=O)N2C,13
[*]c1ccc2nc(C)cn2n1,11
[*]CCCC(C)=O,7
[*]N1CCOC2CC21,8
[*]N1C(=O)C2C(C1=O)C1(C)OC2(C)C(=O)N(C)C1=O,19
[*]N1C2(CCOCC2)C(=O)CS1(=O)=O,14
[*]N1CCCC2CCCC21,10
[*]N1Cc2ccc(Br)cc2CC1=O,13
[*]N1CC2CCC1C(=O)O2,10
[*]N1CC(C)OC(C)C1C,10
[*]N1CCOC2COCCC21,11
[*]CCS(=O)C1CCOC1,10
[*]N1C(=O)C(C)(C)OC(C)(C)C1=O,13
[*]N1CCC2(OCCCO2)C(=O)C1,13
[*]N1CCCc2c(Br)ccc(C)c21,13
[*]N1C(=O)c2cccc3c([N+](=O)[O-])ccc(c23)C1=O,19
[*]N1C2c3ccccc3CC2OC1(C)C,15
[*]N1CCC2(CCCN(C3=CC(=O)OC3)C2)CC1,18
[*]c1cc(=O)c2cc(Br)ccc2o1,13
[*]N1CC2CC(=O)C(C1)O2,10
[*]c1ncc2c(n1)C(C)(C)OC2,12
[*]c1ccc(C=c2sc3nc4c(C)cc(C)cc4n3c2=O)o1,22
[*]N1C(=O)c2oc3ccc(F)cc3c(=O)c2C1c1cccc(Br)c1,24
[*]CC(=O)N=S(=O)(c1ccccc1)c1ccccc1,19
[*]c1cnc2c(C)cccn12,11
[*]CS(=O)c1cccc(Br)c1,11
[*]N1CCCC2(CC1)OCCCS2,13
[*]c1ncc(I)c(Cl)n1,9
[*]c1nc(C)c2c(n1)N(C(C)C)C(=O)C2,15
[*]C(=O)N=S1CCC2(C1)OCCO2,13
[*]N1C(=O)CSC1=NN=C1CCCCCC1,16
[*]CS(=O)c1ccc(F)cc1F,12
[*]N1C(=O)C(C)(C)OC(C)C1C,12
[*]C(C)(C)C(=O)C1=COCCC1,12
[*]N1C(=O)COC2C=CC=CC21,12
[*]N1C(=O)OCC1(C)C,9
[*]C(=O)CCS(=O)C1CCOCC1,13
[*]N1CCCC2OCCOC21,11
[*]c1scc(C)c1I,8
[*]CCCCC(Cl)CCC,10
[*]N1CCCCC1C,8
[*]c1oc(C=C)nc1C#N,10
[*]N1CCOc2ccc(Br)cc2C1,13
[*]OC1OC(=O)c2cccc3ccc4cccc1c4c23,20
[*]OC1=NC(=O)CC=N1,9
[*]CN=CC1COC(C)(C)O1,11
[*]N1C(=O)CC(C2CCCC2)C1=O,13
[*]CC#Cc1ccc(F)c(F)c1,12
[*]N1CCC(=O)C1,7
[*]CC(=O)CC(C)CC,9
[*]SC(=S)N1CCC2(CC1)OCCO2,14
[*]c1nc2n(c1C#N)CCOC2,12
[*]c1ccc(B2OC(C)(C)C(C)(C)O2)c(C)n1,17
[*]C(CC)(CC)CCl,8
[*]N1C(=O)CSC1=NN=C1CC2CCC1(C)C2(C)C,19
[*]c1nc2ccc(Cl)nc2o1,11
[*]N1C(=O)CN2CSCC2C1=O,12
[*]c1nc(C)cc2occc12,11
[*]N1CC2C3CCC(C)(O3)C2C1,12
[*]N1C(=O)C2CC3CCCCC3N2C1=O,15
[*]N1CCN(C2=NCCO2)CC1,12
[*]C(F)(F)F,5
[*]N1CCCC(C)(C)OC1=O,11
[*]c1oc(C=Nc2cccc(I)c2)cc1Br,16
[*]c1nc(C)c2c(c1C#N)CC(C)(C)OC2,16
[*]N1CC(C)CC(C)C1,9
[*]c1nn(C)cc1S(=O)(=O)F,11
[*]N1Cc2ccccc2C2(CCC2)C1,14
[*]N1CC2Oc3ccccc3C(=O)N(C)C2C1,17
[*]C(=O)N=c1sc2cc(Cl)cc(Cl)c2n1C,16
[*]c1nc2cc(C)ccn2n1,11
[*]N1C(C)CN(C)CC1C,10
[*]OP([O-])(=S)OP(=O)([O-])OP(=O)([O-])[O-],14
[*]c1ccc(C=C[N+](=O)[O-])s1,11
[*]c1cc2c(nn1)C(C)(C)OC2(C)C,14
[*]c1nc2n(n1)CCCC2c1ccc(F)cc1,17
[*]CCCC(CCl)CC(C)C,11
[*]N1CCCC2OC2CCC1,11
[*]CS(=O)(=O)c1nc(C)c(C)s1,12
[*]CCC(F)(F)C(F)F,9
[*]N1CCOCCOc2ccc(F)cc2Cc2cccc(c2)C1,23
[*]C(C)(C#C)CC,7
[*]N1CCN=C1c1cccs1,11
[*]N1C(=O)CSC1=Nc1ccc(C)cc1C,16
[*]N1CCCC2(CC(C)CO2)C1,12
[*]c1cc(S(=O)(=O)Cl)c(C)s1,11
[*]c1nc2cc(C)ccc2n1C,12
[*]N1CCCc2c(C)cc(C)cc21,13
[*]N1C(=O)CCSC12C(=O)N(CN1CCOCC1)c1ccccc12,24
[*]c1ncc2c(c1C#N)CCCC2,13
[*]c1nnc2cc(C)nc(C)n12,12
[*]c1cc2ccccc2n1S(=O)(=O)c1ccc(C)cc1,20
[*]N1N=C(c2ccc(Cl)cc2)CCC1=O,15
[*]N1CCC2(CC1)OCc1ccncc12,15
[*]c1cc(C#CC(C)(C)C)cs1,12
[*]c1cc2c(s1)CCCCCC2,12
[*]N1C(=O)CSC1=NN=C(C)CC,13
[*]c1cc2c(s1)C=C(c1ccccc1)N(C)P2(=Nc1ccc(Br)cc1)N1CCOCC1,31
[*]CCCC(CC)(CC)CCl,11
[*]N1CCOCCCCOc2ccc(F)cc2C1,18
[*]N1CCc2ccccc2C1c1ccccc1,17
[*]C(F)(F)C(=O)N=S(C)(C)=O,11
[*]N1C(=O)CSC1=Nc1c(C)cccc1C,16
[*]N1CC2(CCOCC2)C1=O,11
[*]c1nn2c(=O)c3c4c(sc3nc2c2ccccc12)CCC4,22
[*]C(=O)C(C)S(=O)CCCCCCC,14
[*]C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,14
[*]N(C)S(=O)(=O)N1CCC(C)C2CCCCC21,17
[*]c1nc2ncc3c(c2c(=O)n1C)CCCC3=O,18
[*]N1CC(C)(F)C1,7
[*]c1onc2c1CSC2,9
[*]C(=O)N=c1sc2cc(F)cc(F)c2n1C,16
[*]ON(C=C1N=C(c2ccccc2)OC1=O)C(C)=O,19
[*]N1CC2CCCC1C2,9
[*]CCCCCCCCCCCCCCCCC,18
[*]N1CCC2C1CC(=O)N2C,11
[*]SC1c2ccccc2-c2ccccc21,15
[*]c1nc(C)nc2oc(C)nc12,12
[*]N1Cc2cc3cc(C)cc(C)c3nc2SC1=Nc1cccc(C)c1C,26
[*]CC(=O)N(OC)C1CCCC1,12
[*]CCS(=O)(=O)c1ccc(Cl)cc1,13
[*]N1CCC(=C)C1,7
[*]c1nc2c(s1)C(C)(C)CC(C)(C)C2,14
[*]N1C([2H])=C(C([2H])([2H])[2H])OC([2H])([2H])C1([2H])[2H],16
[*]ON=C1COCCOC1,10
[*]N1C(=O)C2CCCN2S1(=O)=O,12
[*]N1CCCCc2cc(Cl)ccc21,13
[*]N(C)C1=CCCC1,8
[*]N1C(=O)CN(C)C2(CCCCCC2)C1=O,16
[*]CN1OC2CC1C1OC(C)(C)OC21,14
[*]c1nn(C)c2ncccc12,11
[*]SC(=S)C1CCCC1=O,10
[*]c1nc2cc(Cl)ccn2c1C#N,13
[*]N1Cc2ccccc2C(c2cnn(C)c2)C1,17
[*]c1oc2ccccc2c(=O)c1C,13
[*]N1CCOC2(CCN(C)CC2)c2ccccc21,18
[*]c1cc2sccc2n1C,10
[*]c1cc(C2=CCOCC2)c(C#N)cn1,15
[*]N1CC2(C1)OCC(C)CO2,11
[*]N1C(=O)c2oc3cc(C)c(C)cc3c(=O)c2C1c1ccc([N+](=O)[O-])cc1,27
[*]c1nc2ccc(C)cc2cc1C#N,14
[*]N1CCC2(CC1)COCC(=O)N2C,14
[*]N1CCN(S(=O)(=O)N2CCC(C)CC2)CC1,17
[*]N1Cc2cccn2-c2ccccc2C1=O,16
[*]N1C(=O)C(c2ccc([N+](=O)[O-])cc2)=C(N2CC(C)CC(C)C2)C1=O,25
[*]c1nc(Cl)ccc1[N+](=O)[O-],11
[*]N1C(C#C)C(C)OC1(C)C,11
[*]N1CCC2(CC1)OC(CCCl)c1ccccc12,18
[*]c1nn2c(nc1=O)-c1cc(F)c(F)cc1N1C(=O)CCC12C,23
[*]CCCS(=O)(=O)C1CCOCC1,13
[*]N1CCOC(C2CCCO2)C1,12
[*]N1C(=O)C(Cl)=C(c2ccc(C)cc2C)C1=O,17
[*]N1CCOC2(CCCCN(C)C2=O)C1,15
[*]N1CC(C)OC12CCCC2,11
[*]N1CC2(CCCC2)c2cccc(Cl)c21,15
[*]ON=C1C=CCCC=CCCOC(=O)c2c(C)cc(C)c(Cl)c2C1,25
[*]c1nc2c(S(=O)(=O)c3ccc(C)cc3C)nnn2c2ccccc12,25
[*]N1CCN(S(=O)(=O)N2CCOCC2)C(C)C1=O,18
[*]OC1=CC2OC(=O)CC=C2C=C1,13
[*]c1cc(Br)co1,7
[*]C(=O)C(C)=O,6
[*]N1N=C(CCCCCCCCC)CC1=O,16
[*]c1c2c(=O)n(C)c(=O)n(C)c2c2n1C(C)(C)COC2c1cn(C)c2ccccc12,30
[*]c1cc2c(=O)n(C)c3ccccc3c2s1,16
[*]c1oc2c(C)cccc2c1C,12
[*]c1noc(C=O)n1,8
[*]N1C(=O)CSC1=Nc1ccc(N=Nc2ccccc2)cc1,22
[*]C(=O)N1C(C)CCN1C,10
[*]N1CCC2(CC1)OCCC2C#N,13
[*]N1CCCc2sccc2C1,11
[*]N1CCn2c(nc(C)c2C)C1,12
[*]c1nn(C)c2c1CS(=O)(=O)c1c(Br)cccc1-2,18
[*]N1CCC2(CC1)COCC(=O)C2,13
[*]c1ncc(C#C)s1,8
[*]N1C(=O)C2C(C1=O)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,19
[*]N1CCCCN(C)C(=O)c2cc(Cl)ccc2OCCC1,21
[*]N1C(=O)CC2(CCCCC2)CC1=O,14
[*]N1CCN(C2=NCC(C)(C)S2)CC1,14
[*]CC[Si](C)(C)O[Si](C)(C)OC,12
[*]N1C(=O)CSC1=NCC,10
[*]C(C#N)CS(=O)(=O)Cl,9
[*]N1CCOC(C)C1C=C[N+](=O)[O-],13
[*]N1CCC2(CC1)OC(=O)c1c2cnc(Cl)c1F,18
[*]N1CCc2cc3c(cc2C1C)OCO3,15
[*]c1c2c(=O)n(C)c(=O)n(C)c2c2n1C(C)(C)COC2c1ccc(C#N)cc1,28
[*]OP(=O)([O-])OS(=O)(=O)[O-],10
[*]CN1C(=O)C2(CC(C)=CC(C)O2)c2c(Br)cccc21,20
[*]c1ncc([N+](=O)[O-])cc1C#N,12
[*]N1C(=O)CSC1=Nc1ccc(Cl)cc1,15
[*]OC1c2cc3c(cc2C(C2=CC(=O)C(=O)C(OC)=C2)C2C(=O)OCC12)OCO3,29
[*]N1CCCN(S(=O)(=O)N2CCC(C)(C)CC2)CC1,19
[*]N1CCCC2CC1C2(C)C,11
[*]c1nc(C)no1,7
[*]N1CCC2CCC1O2,9
[*]N1CCCC2(CC1)CCN(C)CC2,14
[*]N1C(=O)C(c2ccc(F)cc2)=C(N2CCCCC2)C1=O,21
[*]c1ccc(C=O)c(C)n1,10
[*]c1nc2sc3c(c2c(=O)o1)CC(C)(C)OC3,17
[*]c1nnc(I)s1,7
[*]SN1CCCCCC1=O,10
[*]N1CCc2nc(C)nc(C)c2CC1,14
[*]c1ncnc2c3cc(C)ccc3n(C)c12,16
[*]c1sc(C)nc1C,8
[*]c1ncc(C#Cc2cccc(F)c2)cn1,16
[*]N1C(=O)C(Cl)=C(c2ccccc2)C1=O,15
[*]c1cn(C2=NCC(=O)N3CCc4c(C=C)cccc4C3=C2)cn1,24
[*]c1nc2ccc(C3=CCOCC3)cc2s1,16
[*]N1CCCc2ccc(F)c(F)c21,13
[*]c1nc2c(F)cccc2cc1Br,13
[*]ON=C1CC2OCCCC12,11
[*]c1sc(S(C)(=O)=O)nc1S(=O)(=O)c1ccc(Cl)cc1,20
[*]N1CC(C=C)OC1=O,9
[*]c1nccn2c(Br)cnc12,11
[*]c1cn2cccnc2n1,10
[*]CCCC(=O)C(F)(F)Cl,10
[*]CC(C)(F)CC,7
[*]c1nc(C)nc2cc(S(=O)(=O)Cl)ccc12,16
[*]CCC(=O)C(C#N)CC(C)C,12
[*]c1nc2ccccc2nc1N=CN(C)C,16
[*]c1ncc2ccc(F)cc2n1,12
[*]c1cc2ccc(C)cc2o1,11
[*]SC(=O)C(C)C(C)=O,9
[*]CN=C(S)C(F)F,8
[*]N1C(=O)C(I)=C(N2CCOCC2)C1=O,15
[*]c1nc2cc(Br)ccc2n1C,12
[*]N1CCc2ccccc2C1c1cccnc1,17
[*]c1nc(C)c(C#N)cc1Cl,11
[*]OC1CCOc2ccc(Br)cc21,13
[*]N1C(=O)C(c2cccs2)=C(N2CC(C)OC(C)C2)C1=O,21
[*]c1nccn2nc(C)cc12,11
[*]ON=C(C)C1CCC1,9
[*]c1cnc2ccc(Cl)cc2n1,12
[*]c1cn2cccc(Br)c2n1,11
[*]N1CC2COC(C1)C2=O,10
